ID,Athlete_ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
257198,128790,David Marlais Jenner Dave' Warren',M,24,185,73,Great Britain,GBR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 800 metres,NA

120008,60756,Nikolay Ivanovich Kirov,M,22,176,63,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 800 metres,Bronze

147149,73855,Mohamed Makhlouf,M,22,NA,NA,Syria,SYR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 800 metres,NA

211562,106237,Milovan Savi,M,27,192,72,Yugoslavia,YUG,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 800 metres,NA

10395,5693,Adam Assimi,M,NA,NA,NA,Benin,BEN,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 800 metres,NA

242794,121595,Colomn Trabado Prez,M,22,182,71,Spain,ESP,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 800 metres,NA

221193,111149,Sri Ram Singh Shekhawat,M,30,178,63,India,IND,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 800 metres,NA

166517,83642,Archfell Musango,M,21,176,69,Zambia,ZAM,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 800 metres,NA

56311,28845,Jn Diriksson,M,25,194,79,Iceland,ISL,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 800 metres,NA

159006,79815,Roger Milhau,M,25,175,69,France,FRA,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 800 metres,NA

21101,11142,Olaf Beyer,M,22,186,69,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 800 metres,NA

17858,9489,Nigusse Bekele,M,20,185,55,Ethiopia,ETH,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 800 metres,NA

164991,82858,Langa Mudongo,M,25,180,66,Botswana,BOT,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 800 metres,NA

255385,127858,Detlef Wagenknecht,M,21,193,74,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 800 metres,NA

84757,43014,Carlo Grippo,M,25,180,65,Italy,ITA,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 800 metres,NA

28172,14606,George Branche,M,27,175,63,Sierra Leone,SLE,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 800 metres,NA

123042,62187,Binko Ganev Kolev,M,21,178,63,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 800 metres,NA

180132,90522,Antonio Pez Montero,M,23,182,74,Spain,ESP,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 800 metres,NA

143858,72211,Musa Luliga,M,25,182,66,Tanzania,TAN,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 800 metres,NA

62617,32078,Mohamed Salem El-Margini,M,NA,168,63,Libya,LBA,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 800 metres,NA

115863,58685,Sahr Kendor,M,17,172,52,Sierra Leone,SLE,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 800 metres,NA

34125,17579,Sekou Camara,M,NA,175,67,Guinea,GUI,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 800 metres,NA

148933,74705,Jos Marajo,M,25,177,62,France,FRA,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 800 metres,NA

188157,94520,Vongdeuane Phongsavanh,M,23,167,60,Laos,LAO,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 800 metres,NA

263606,131904,William Wuycke,M,22,173,63,Venezuela,VEN,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 800 metres,NA

2631,1476,Mehdi Aidet,M,26,172,65,Algeria,ALG,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 800 metres,NA

43060,22207,Sebastian Newbold Seb' Coe',M,23,175,54,Great Britain,GBR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 800 metres,Silver

199292,100089,Anatoliy Volodymyrovych Reshetniak,M,25,187,75,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 800 metres,NA

96573,48896,Kenneth Hlasa,M,25,170,67,Lesotho,LES,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 800 metres,NA

179489,90192,Stephen Michael John Steve' Ovett',M,24,183,70,Great Britain,GBR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 800 metres,Gold

101301,51219,Khaled Hussain Mahmoud,M,21,160,50,Kuwait,KUW,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 800 metres,NA

151830,76197,James Jimmy' Massallay',M,27,175,60,Sierra Leone,SLE,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 800 metres,NA

90850,46030,Derradji Harek,M,20,175,63,Algeria,ALG,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 800 metres,NA

182533,91741,Andrs Parczai,M,24,176,72,Hungary,HUN,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 800 metres,NA

32794,16852,Andreas Busse,M,21,185,68,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 800 metres,NA

89346,45290,Owen Hamilton,M,21,178,64,Jamaica,JAM,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 800 metres,NA

60039,30742,Philippe Dupont,M,22,180,64,France,FRA,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 800 metres,NA

21130,11154,Atre Bezabeh,M,26,185,64,Ethiopia,ETH,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 800 metres,NA

268589,134372,Abebe Zerihun,M,25,167,52,Ethiopia,ETH,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 800 metres,NA

196234,98517,Tisbite Rakotoarisoa,M,28,166,56,Madagascar,MAD,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 800 metres,NA

98386,49795,Simon Edward Charles Hoogewerf,M,21,175,66,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,NA

142162,71319,Alberto Lpez Davila,M,21,175,68,Guatemala,GUA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,NA

242796,121595,Colomn Trabado Prez,M,26,182,71,Spain,ESP,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,NA

240550,120545,Andr Titos,M,26,190,75,Mozambique,MOZ,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,NA

75615,38387,Isaac Ganunga,M,24,180,70,Malawi,MAW,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,NA

69107,35235,Francisco Figueredo,M,23,172,62,Paraguay,PAR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,NA

68354,34908,Hans-Peter Ferner,M,28,176,72,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,NA

1278,717,Leopoldo Acosta,M,22,185,61,Ecuador,ECU,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,NA

3371,1898,Mouteb Al-Faouri,M,24,178,70,Jordan,JOR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,NA

1658,922,Jama Mohamed Aden,M,21,180,68,Somalia,SOM,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,NA

110051,55641,Dale Anthony Jones,M,20,187,67,Antigua and Barbuda,ANT,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,NA

110077,55653,Earl M. Jones,M,20,180,73,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,Bronze

110284,55777,Tapfumaneyi Jonga,M,24,163,55,Zimbabwe,ZIM,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,NA

263607,131904,William Wuycke,M,26,173,63,Venezuela,VEN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,NA

91052,46136,Axel Andreas Michael Harries,M,19,192,80,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,NA

89856,45533,Mark Ian Handelsman,M,23,183,70,Israel,ISR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,NA

89347,45290,Owen Hamilton,M,25,178,64,Jamaica,JAM,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,NA

116740,59068,Omer Khalifa,M,27,174,64,Sudan,SUD,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,NA

118125,59766,Kim Bok-Joo,M,23,175,64,South Korea,KOR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,NA

5816,3274,Wilson William' Amakye',M,25,178,61,Ghana,GHA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,NA

3388,1912,Abdul Raab Al-Ghadi,M,21,170,65,North Yemen,YAR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,NA

86804,44029,Jodha Gurung,M,30,165,56,Nepal,NEP,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,NA

122422,61874,Edwin Koech,M,23,174,64,Kenya,KEN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,NA

86292,43736,Agberto Joo Conceio Guimares,M,26,175,57,Brazil,BRA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,NA

123436,62378,William Billy' Konchellah',M,22,188,74,Kenya,KEN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,NA

3756,2159,Barakat Salim Al-Sharji,M,16,178,60,Oman,OMA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,NA

83671,42533,John Lee Johnny' Gray,M,24,191,75,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,NA

130940,65912,Faouzi Lahbi,M,24,176,60,Morocco,MAR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,NA

81714,41487,Benjamn Gonzlez Gmez,M,26,177,67,Spain,ESP,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,NA

5384,3051,Mohamed Alouini,M,26,183,70,Tunisia,TUN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,NA

21743,11487,Abdi Bile Abdi,M,19,185,75,Somalia,SOM,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,NA

16062,8647,Batulamai Rajakumar,M,19,170,59,Malaysia,MAS,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,NA

161660,81159,Manlio Molinari,M,19,184,72,San Marino,SMR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,NA

161887,81274,Jeremy Jerry' Molyneaux',M,26,181,65,British Virgin Islands,IVB,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,NA

164637,82681,Sotirios Moutsanas,M,26,178,56,Greece,GRE,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,NA

212017,106440,Patrick Gerard Pat' Scammell',M,23,189,67,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,NA

56375,28885,Vusie Thomas Dlamini,M,26,NA,NA,Swaziland,SWZ,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,NA

17935,9528,Ahmed Bel Kessam,M,22,175,72,Algeria,ALG,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,NA

211798,106345,Samuel Sawny,M,NA,NA,NA,Grenada,GRN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,NA

50089,25779,Moussa Daweye,M,26,170,64,Niger,NIG,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,NA

168978,84935,Juma Ndiwa,M,23,186,70,Kenya,KEN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,NA

170657,85774,Babacar Niang,M,25,178,63,Senegal,SEN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,NA

46587,24043,Joaquim Carvalho Cruz,M,21,187,74,Brazil,BRA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,Gold

46537,24012,Siegfried Cruden,M,24,168,64,Suriname,SUR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,NA

166520,83642,Archfell Musango,M,25,176,69,Zambia,ZAM,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,NA

207329,104036,Donato Sabia,M,20,178,65,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,NA

205687,103250,Jean-Marie Vianney Rudasingwa,M,23,175,68,Rwanda,RWA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,NA

43062,22207,Sebastian Newbold Seb' Coe',M,27,175,54,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,Silver

176498,88747,Charles Charlie' Oliver',M,29,185,65,Solomon Islands,SOL,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,NA

26141,13634,Charles Borromeo,M,25,174,59,India,IND,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,NA

201657,101282,Bruce Roberts,M,26,190,70,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,NA

178370,89667,Marcus Christopher O'Sullivan,M,22,175,60,Ireland,IRL,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,NA

201475,101192,Syed Meshaq Rizvi,M,22,175,65,Pakistan,PAK,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,NA

196692,98749,Joseph Joe' Ramotshabi',M,22,180,70,Botswana,BOT,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,NA

37504,19276,Peter Ceesay,M,25,183,71,Gambia,GAM,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,NA

179491,90192,Stephen Michael John Steve' Ovett',M,28,183,70,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,NA

184058,92508,Peter John Pearless,M,27,188,73,New Zealand,NZL,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,NA

152168,76382,Riccardo Giorgio Materazzi,M,21,176,63,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,NA

153523,77053,Marco Mayr,M,24,178,59,Switzerland,SUI,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,NA

11615,6328,Ibrahim Aziz,M,NA,178,68,United Arab Emirates,UAE,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,NA

64855,33181,Bartolom Esono Asumu,M,21,175,68,Equatorial Guinea,GEQ,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,NA

63115,32352,Peter Elliott,M,21,181,67,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,NA

14426,7771,Jos Luz Zequinha Barbosa,M,23,184,68,Brazil,BRA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,NA

157978,79307,Ousman Miangoto,M,29,175,70,Chad,CHA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,NA

150323,75413,John Henry Marshall,M,20,191,75,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,NA

14886,8034,Oslen McGregor Barr,M,23,165,67,Guyana,GUY,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,NA

66282,33911,Moussa Fall,M,20,178,67,Senegal,SEN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,NA

60040,30742,Philippe Dupont,M,26,180,64,France,FRA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,NA

221479,111311,Philip Sinon,M,20,178,62,Seychelles,SEY,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,NA

201476,101192,Syed Meshaq Rizvi,M,26,175,65,Pakistan,PAK,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 800 metres,NA

130942,65912,Faouzi Lahbi,M,28,176,60,Morocco,MAR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 800 metres,NA

173731,87275,Joo Baptista N'Tyamba,M,20,178,60,Angola,ANG,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 800 metres,NA

175916,88429,Ibrahim Okash Omar,M,23,180,65,Somalia,SOM,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 800 metres,NA

153037,76803,Ado Maude,M,21,NA,NA,Nigeria,NGR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 800 metres,NA

147233,73897,Kazanga Saigon Makok,M,21,163,62,Congo (Kinshasa),COD,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 800 metres,NA

446,248,Rda Abdenouz,M,19,170,63,Algeria,ALG,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 800 metres,NA

236473,118568,William Taramai,M,27,180,75,Cook Islands,COK,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 800 metres,NA

98387,49795,Simon Edward Charles Hoogewerf,M,25,175,66,Canada,CAN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 800 metres,NA

110054,55641,Dale Anthony Jones,M,24,187,67,Antigua and Barbuda,ANT,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 800 metres,NA

191639,96212,Slobodan Popovi,M,25,179,63,Yugoslavia,YUG,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 800 metres,NA

266613,133370,Yu Tae-Gyeong,M,27,184,74,South Korea,KOR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 800 metres,NA

226902,114022,Pablo Squella Serrano,M,25,178,64,Chile,CHI,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 800 metres,NA

178613,89770,Paul Osland,M,24,188,63,Canada,CAN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 800 metres,NA

265649,132918,Yussuf Moli Yesky,M,23,175,60,Chad,CHA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 800 metres,NA

178812,89875,Ryszard Ostrowski,M,27,176,62,Poland,POL,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 800 metres,NA

231744,116253,Ari Michael Suhonen,M,22,185,68,Finland,FIN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 800 metres,NA

266380,133266,Mohamed Ismail Youssef,M,21,175,75,Qatar,QAT,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 800 metres,NA

219696,110363,John Siguria,M,23,165,64,Papua New Guinea,PNG,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 800 metres,NA

159529,80061,Mohamed Hossain Milzer,M,21,174,65,Bangladesh,BAN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 800 metres,NA

249001,124656,Robin Arthur Anthony van Helden,M,23,180,73,Netherlands,NED,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 800 metres,NA

161661,81159,Manlio Molinari,M,24,184,72,San Marino,SMR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 800 metres,NA

252149,126275,Tonino Viali,M,28,179,70,Italy,ITA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 800 metres,NA

139328,69975,Lin Kuang-Liang,M,19,175,65,Chinese Taipei,TPE,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 800 metres,NA

245463,122915,Nimley Twegbe,M,25,170,59,Liberia,LBR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 800 metres,NA

164934,82831,Lui Muavesi,M,22,185,75,Fiji,FIJ,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 800 metres,NA

140091,70338,Eversley Augustus Linley,M,18,NA,NA,Saint Vincent and the Grenadines,VIN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 800 metres,NA

211816,106353,David Peter Sawyerr,M,27,170,NA,Sierra Leone,SLE,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 800 metres,NA

226897,114019,Spyros Spyrou,M,30,181,67,Cyprus,CYP,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 800 metres,NA

172387,86609,Momodou Bello N'Jie,M,18,176,70,Gambia,GAM,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 800 metres,NA

219947,110490,lvaro Manuel Santos Rosa Silva,M,23,177,58,Portugal,POR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 800 metres,NA

168946,84914,Eulucane Ndagijimana,M,27,172,68,Rwanda,RWA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 800 metres,NA

168979,84935,Juma Ndiwa,M,27,186,70,Kenya,KEN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 800 metres,NA

119725,60617,Nixon Kiprotich,M,25,185,68,Kenya,KEN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 800 metres,NA

207331,104036,Donato Sabia,M,25,178,65,Italy,ITA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 800 metres,NA

170659,85774,Babacar Niang,M,30,178,63,Senegal,SEN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 800 metres,NA

242797,121595,Colomn Trabado Prez,M,30,182,71,Spain,ESP,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 800 metres,NA

257572,128982,Michael Mike' Watson',M,30,176,63,Bermuda,BER,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 800 metres,NA

156513,78616,Porfirio Mndez Acosta,M,22,184,78,Paraguay,PAR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 800 metres,NA

154701,77665,Thomas Tom' McKean',M,24,183,71,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 800 metres,NA

